tse_id,url,NM_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
AL-01121/2020,https://correionoticia.com.br/editoria/eleicoes-2020/tony-de-campinhos-sera-eleito-prefeito-de-pariconha-com-larga-vantagem-segundo-pesquisa/48/28028,PARICONHA,1,p,1,,,TONY DA CAMPINHOS,"53,2",ALVONI FEITOSA,"25,1",MINA CACIQUE,"4,6",,,,,,,,,,,,,,,,,,,,,,,,
AL-01121/2020,https://correionoticia.com.br/editoria/eleicoes-2020/tony-de-campinhos-sera-eleito-prefeito-de-pariconha-com-larga-vantagem-segundo-pesquisa/48/28028,PARICONHA,1,p,0,,,TONY DA CAMPINHOS,"53,2",ALVONI FEITOSA,"25,4",MINA CACIQUE,"4,7",,,,,,,,,,,,,,,,,,,,,,,,
AL-05914/2020,https://novoextra.com.br/noticias/eleicoes-2020/2020/11/61142-cenario-sem-luciano-barbosa-daria-vitoria-a-tarcizo-freire-diz-pesquisa,ARAPIRACA,1,P,,,,TARCISO,"32,3",FABIANA PESSOA,"26,9",GILVANIA BARROS,"13,9",,,,,,,,,,,,,,,,,,,,,,,,
AL-09104/2020,https://www.br104.com.br/eleicoes-2020/vitoria-de-luciano-barbosa-no-tse-o-mantem-como-favorito-na-disputa-em-arapiraca/,ARAPIRACA,1,P,0,,,LUCIANO BARBOSA,45,FABIANA PESSOA,"18,7",TARCIZO FREIRE,"15,1",GILVANIA BARROS,"6,1",CLAUDIO CANUTO,"1,7",,,,,,,,,,,,,,,,,,,,
AL-06628/2020,https://maragogi.7segundos.com.br/noticias/2020/11/12/163498-pesquisa-falpe-carro-veio-e-lider-disparado-em-jacuipe,JACUÍPE,1,P,0,,,JUNIOR CARRO VEIO,80,ADALBERON,16,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-06628/2020,https://maragogi.7segundos.com.br/noticias/2020/11/12/163498-pesquisa-falpe-carro-veio-e-lider-disparado-em-jacuipe,JACUÍPE,1,P,1,,,JUNIOR CARRO VEIO,80,ADALBERON,16,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-06178/2020,https://arapiraca.7segundos.com.br/noticias/2020/11/12/163468-taina-veiga-lidera-com-folga-intencao-de-votos-em-lagoa-da-canoa,LAGOA DA CANOA,1,p,0,,,TAINA VEIGA,"52,5",JAIRZINHO LIRA,"34,8",AUDALIO TENORIO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,
AL-00198/2020,https://www.juntadeandalucia.es/boja/2020/45/72,PALMEIRA DOS ÍNDIOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-00601/2020,https://www.blogdoedmilsonteixeira.com.br/2020/11/07/pesquisa-datasensus-garante-reeleicao-de-gilberto-goncalves-em-r-largo/,RIO LARGO,1,P,1,,,GILBERTO GONÇALVES,64,PEDRO VICTOR,19,DR SAMEA,9,,,,,,,,,,,,,,,,,,,,,,,,
AL-00601/2020,https://www.blogdoedmilsonteixeira.com.br/2020/11/07/pesquisa-datasensus-garante-reeleicao-de-gilberto-goncalves-em-r-largo/,RIO LARGO,1,P,0,,,GILBERTO GONÇALVES,60,PEDRO VICTOR,15,DR SAMEA,7,,,,,,,,,,,,,,,,,,,,,,,,
AL-02059/2020,https://folhadealagoas.com.br/2020/11/09/klinger-quirino-se-aproxima-da-vitoria-em-sao-bras-aponta-pesquisa/,SÃO BRÁS,1,P,0,,,KLINGER QUIRINO,63,NETO,"27,5",,,,,,,,,,,,,,,,,,,,,,,,,,
AL-02059/2020,https://folhadealagoas.com.br/2020/11/09/klinger-quirino-se-aproxima-da-vitoria-em-sao-bras-aponta-pesquisa/,SÃO BRÁS,1,P,1,,,KLINGER QUIRINO,63,NETO,"27,5",LUCIENE,1,,,,,,,,,,,,,,,,,,,,,,,,
AL-03003/2020,http://ordineavvocaticosenza.it/wp-content/uploads/2020/01/Scioper-G.di-P.-6-genn.-1-febb.-2020.pdf,SÃO MIGUEL DOS CAMPOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-08957/2020,https://arapiraca.7segundos.com.br/noticias/2020/11/12/163518-pesquisa-registrada-no-tre-confirma-lideranca-de-ze-pacheco-a-reeleicao-em-sao-sebastiao,SÃO SEBASTIÃO,1,P,1,,,PACHECO,54,LULA,"21,5",ADEILTON,"15,5",,,,,,,,,,,,,,,,,,,,,,,,
AL-09256/2020,https://www.correiodosmunicipios-al.com.br/2020/11/davi-brandao-confirma-favoritismo-e-deve-ser-reeleito-em-vicosa-aponta-pesquisa/,VIÇOSA,1,P,0,,,DAVI BRANDAO,"40,7",FLAUBERT FILHO,"14,5",JOAO VICTOR,"30,2",,,,,,,,,,,,,,,,,,,,,,,,
AL-09256/2020,https://www.correiodosmunicipios-al.com.br/2020/11/davi-brandao-confirma-favoritismo-e-deve-ser-reeleito-em-vicosa-aponta-pesquisa/,VIÇOSA,1,P,1,,,DAVI BRANDAO,"42,9",FLAUBERT FILHO,17,JOAO VICTOR,"31,3",,,,,,,,,,,,,,,,,,,,,,,,
AM-01343/2020,https://www.facebook.com/nathanmacenna10/videos/1781893065293914/,CAREIRO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
