tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""AL-07421/2022""",AL,ALAGOAS,"Senador, Governador",1,https://static.poder360.com.br/2022/07/parana-pesquisas-al-julho.pdf,AL,g,0,,,Paulo Dantas,"10,2",Fernando Collor,"5,2",Rodrigo Cunha,4,Renan Filho,"2,9",Rui Palmeira,"2,3",,,,,,,,,,,,,,
"""AL-07421/2022""",AL,ALAGOAS,"Senador, Governador",1,https://static.poder360.com.br/2022/07/parana-pesquisas-al-julho.pdf,AL,g,1,,,Paulo Dantas,"24,9",Fernando Collor,"22,8",Rodrigo Cunha,"17,5",Rui Palmeira,"15,1",,,,,,,,,,,,,,,,
"""AL-07421/2022""",AL,ALAGOAS,"Senador, Governador",1,https://static.poder360.com.br/2022/07/parana-pesquisas-al-julho.pdf,AL,s,1,,,Renan Filho,"48,3",Ronaldo Lessa,"14,8",Davi Davino Filho,"17,1",Mário Agra,"1,2",,,,,,,,,,,,,,,,
"""AL-07934/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.alagoas24horas.com.br/1449899/empate-tecnico-nova-pesquisa-aponta-disputa-acirrada-para-o-governo-de-alagoas-confira/,AL,g,0,,,Paulo Dantas,10,Fernando Collor,5,Rodrigo Cunha,5,Rui Palmeira,4,,,,,,,,,,,,,,,,
"""AL-07934/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.alagoas24horas.com.br/1449899/empate-tecnico-nova-pesquisa-aponta-disputa-acirrada-para-o-governo-de-alagoas-confira/,AL,g,1,,,Paulo Dantas,23,Fernando Collor,18,Rodrigo Cunha,16,Rui Palmeira,16,,,,,,,,,,,,,,,,
"""AL-07934/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.alagoas24horas.com.br/1449899/empate-tecnico-nova-pesquisa-aponta-disputa-acirrada-para-o-governo-de-alagoas-confira/,AL,s,1,,,Renan Filho,40,Davi Davino Filho,12,Ronaldo Lessa,11,Mário Agra,1,,,,,,,,,,,,,,,,
"""BA-02884/2022""",BA,BAHIA,"Senador, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BA-04346/2022""",BA,BAHIA,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00617/2022""",BR,BRASIL,Presidente,1,https://static.poder360.com.br/2022/07/parana-pesquisas-al-federal-julho.pdf,AL,pr,1,,,Lula,"49,2",Jair Bolsonaro,"31,5",Ciro Gomes,"4,3",André Janones,"1,1",Vera Lúcia,"0,5",Simone Tebet,"0,4",Pablo Marçal,"0,3",Eymael,"0,1",Luciano Bivar,"0,1",Sofia Manzano,"0,1",,,,
"""BR-01252/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
