tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""AC-00355/2022""",AC,ACRE,"Governador, Senador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-00078/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-00624/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01016/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01332/2022""",AL,ALAGOAS,"Governador, Senador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01435/2022""",AL,ALAGOAS,"Governador, Senador",1,https://g1.globo.com/al/alagoas/eleicoes/2022/noticia/2022/09/19/pesquisa-ipec-em-alagoas-paulo-dantas-tem-30percent-rodrigo-cunha-20percent-collor-20percent.ghtml,AL,g,0,,,Paulo Dantas,19,Fernando Collor,10,Rodrigo Cunha,10,Rui Palmeira,3,,,,,,,,,,,,,,,,
"""AL-01435/2022""",AL,ALAGOAS,"Governador, Senador",1,https://g1.globo.com/al/alagoas/eleicoes/2022/noticia/2022/09/19/pesquisa-ipec-em-alagoas-paulo-dantas-tem-30percent-rodrigo-cunha-20percent-collor-20percent.ghtml,AL,g,1,,,Paulo Dantas,30,Fernando Collor,20,Rodrigo Cunha,20,Rui Palmeira,11,Professor Cícero Albuquerque,1,Luciano Almeida,1,,,,,,,,,,,,
"""AL-01435/2022""",AL,ALAGOAS,"Governador, Senador",1,https://g1.globo.com/al/alagoas/eleicoes/2022/noticia/2022/09/20/ipec-renan-filho-permanece-a-frente-na-disputa-pelo-senado-em-alagoas-com-59percent.ghtml,AL,s,0,,,Renan Filho ,25,Davi Davino Filho,7,,,,,,,,,,,,,,,,,,,,
"""AL-01435/2022""",AL,ALAGOAS,"Governador, Senador",1,https://g1.globo.com/al/alagoas/eleicoes/2022/noticia/2022/09/20/ipec-renan-filho-permanece-a-frente-na-disputa-pelo-senado-em-alagoas-com-59percent.ghtml,AL,s,1,,,Renan Filho ,59,Davi Davino Filho,21,Do Valle,3,Bombeiro Militar Suzana Souza,2,Mário Agra,1,,,,,,,,,,,,,,
"""AL-01672/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-02868/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-08940/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AM-00843/2022""",AM,AMAZONAS,"Governador, Senador",1,https://www.blogdomarioadolfo.com.br/pesquisa-methodus-amazonino-tem/,AM,g,1,,,Amazonino Mendes,"27,5",Wilson Lima,"26,4",Eduardo Braga,"15,6",Ricardo Nicolau,"11,5",Carol Braz,"2,8",Nair Blair,"1,7",Henrique Oliveira,"1,6",Dr Israel Tuyuka,"1,4",,,,,,,,
"""AM-08091/2022""",AM,AMAZONAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BA-02288/2022""",BA,BAHIA,"Governador, Senador",1,https://static.poder360.com.br/2022/09/intencoes-de-voto-bahia.pdf,BA,g,0,,,ACM Neto,"31,5",Jerônimo,14,João Roma,"6,4",Kleber Rosa,"0,3",Giovani Damico,"0,3",Marcelo Millet,"0,1",,,,,,,,,,,,
"""BA-02288/2022""",BA,BAHIA,"Governador, Senador",1,https://static.poder360.com.br/2022/09/intencoes-de-voto-bahia.pdf,BA,g,1,,,ACM Neto,"51,2",Jerônimo,"24,2",João Roma,"10,4",Kleber Rosa,1,Giovani Damico,"0,5",Marcelo Millet,1,,,,,,,,,,,,
"""BA-02288/2022""",BA,BAHIA,"Governador, Senador",1,https://static.poder360.com.br/2022/09/intencoes-de-voto-bahia.pdf,BA,s,0,,,Otto Alencar,"13,5",Cacá Leão,"7,7",Doutora Raissa Soares,"5,4",Tâmara Azevedo,"0,8",Marcelo Barreto,"0,5",Cícero Araújo,"0,4",,,,,,,,,,,,
"""BA-02288/2022""",BA,BAHIA,"Governador, Senador",1,https://static.poder360.com.br/2022/09/intencoes-de-voto-bahia.pdf,BA,s,1,,,Otto Alencar,"33,9",Cacá Leão,"19,2",Doutora Raissa Soares,14,Tâmara Azevedo,"2,7",Marcelo Barreto,"2,1",Cícero Araújo,"1,5",,,,,,,,,,,,
"""BA-04071/2022""",BA,BAHIA,"Governador, Senador, Deputado Federal, Deputado Estadual",0,https://www.seliganainformacao.com.br/2022/09/em-itabuna-pesquisa-aponta-acm-neto-tem.html,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BA-05369/2022""",BA,BAHIA,"Governador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BA-07738/2022""",BA,BAHIA,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00056/2022""",BR,BRASIL,Presidente,1,https://www.metropoles.com/brasil/eleicoes-2022/no-df-bolsonaro-tem-421-e-lula-303-diz-pesquisa-metropoles-ideia,DF,pr,0,,,Lula,"22,4",Jair Bolsonaro,"32,6",Ciro Gomes,"4,6",Simone Tebet,"1,6",Soraya Thronicke,"0,6",Vera,"0,2",Constituinte Eymael,"0,2",Sofia Manzano,"0,2",,,,,,,,
"""BR-00056/2022""",BR,BRASIL,Presidente,1,https://www.metropoles.com/brasil/eleicoes-2022/no-df-bolsonaro-tem-421-e-lula-303-diz-pesquisa-metropoles-ideia,DF,pr,1,,,Lula,"30,3",Jair Bolsonaro,"42,1",Ciro Gomes,"9,3",Simone Tebet,"2,6",Soraya Thronicke,"1,2",Vera,"0,3",Constituinte Eymael,"0,3",Sofia Manzano,"0,4",Felipe d'Ávila,"0,5",Padre Kelmon,"0,3",,,,
