tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""AC-07846/2022""",AC,ACRE,"Governador, Senador, Deputado Federal",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-00078/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01016/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01672/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-03256/2022""",AL,ALAGOAS,"Governador, Senador, Deputado Federal, Deputado Estadual",0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-04723/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-06527/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AM-09541/2022""",AM,AMAZONAS,"Governador, Senador",1,https://revistacenarium.com.br/quarta-pesquisa-de-intencao-de-voto-confirma-wilson-lima-em-primeiro-para-governo-do-am-com-estudo-da-empresa-eficaz/,AM,g,1,,,Wilson Lima,"29,9",Amazonino,"26,5",Eduardo Braga,"15,8",Ricardo Nicolau,"4,6",Carol Braz,"2,6",Henrique Oliveira,"1,5",,,,,,,,,,,,
"""AP-00875/2022""",AP,AMAPÁ,"Governador, Senador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AP-01094/2022""",AP,AMAPÁ,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00474/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00819/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-01023/2022""",BR,BRASIL,Presidente,0,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-01390/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-01391/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-01471/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-01493/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-02216/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-02223/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-02457/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-02619/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-02752/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-02910/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-02953/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03104/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03340/2022""",BR,BRASIL,Presidente,1,https://scempauta.com.br/2022/09/11/pesquisa-ao-governo-de-sc-senado-e-presidencia-da-republica/,SC,pr,1,,,Bolsonaro,"51,01",Lula,"25,83",Ciro,"6,51",Tebet,"5,01",D'Ávila,"1,30",,,,,,,,,,,,,,
"""BR-03385/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03795/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03892/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03927/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-04109/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
