tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""AL-00069/2022""",AL,ALAGOAS,"Governador, Senador",0,https://novoextra.com.br/noticias/alagoas/2022/07/80690-maceio-collor-lidera-disputa-pelo-governo-davi-davino-ao-senado,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AM-02278/2022""",AM,AMAZONAS,"Governador, Senador",1,https://portaldogeneroso.com/amazonino-vence-no-primeiro-e-segundo-turno-aponta-pesquisa-eficaz/,AM,g,1,,,Amazonino Mendes,"32,3",Wilson Lima,"23,1",Eduardo Braga,16,Ricardo Nicolau,"4.,4",Carol Braz,"3,8",Henrique Oliveira,"2,9",Marcelo Amil,"0,6",,,,,,,,,,
"""AM-02278/2022""",AM,AMAZONAS,"Governador, Senador",1,https://portaldogeneroso.com/amazonino-vence-no-primeiro-e-segundo-turno-aponta-pesquisa-eficaz/,AM,s,1,,,Arthur Neto,"29,7",Omar Aziz,"23,8",Coronel Menezes,"15,8",Chico Preto,"9,8",Luiz Castro,"7,9",,,,,,,,,,,,,,
"""AM-05007/2022""",AM,AMAZONAS,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BA-04724/2022""",BA,BAHIA,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00325/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-00783/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-01304/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-02426/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-03793/2022""",BR,BRASIL,Presidente,0,https://www.uol.com.br/eleicoes/2022/07/19/metropoles-ideia-senado-df-julho.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-04516/2022""",BR,BRASIL,Presidente,0,https://ojacare.com.br/2022/07/18/com-pacote-eleitoral-bolsonaro-reduz-reprovacao-mas-ainda-e-ruim-ou-pessimo-para-372/#.YtcftezMK3I,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-05065/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-05211/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-05630/2022""",BR,BRASIL,Presidente,1,https://veja.abril.com.br/coluna/radar/lula-tem-57-contra-23-de-bolsonaro-na-bahia-diz-pesquisa/,BA,pr,1,,,Lula,57,Bolsonaro,23,Ciro,6,Tebet,1,,,,,,,,,,,,,,,,
"""BR-06711/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-07122/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-09130/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BR-09608/2022""",BR,BRASIL,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
