tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""AC-00355/2022""",AC,ACRE,"Governador, Senador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AC-03861/2022""",AC,ACRE,"Governador, Senador",1,https://g1.globo.com/ac/acre/eleicoes/2022/noticia/2022/09/19/pesquisa-ipec-no-acre-gladson-cameli-tem-54percent-e-jorge-viana-25percent.ghtml,AC,g,1,,,Gladson Cameli,54,Jorge Viana,25,Mara Rocha,6,Petecão,5,Marcio Bittar,3,David Hall,1,,,,,,,,,,,,
"""AC-03861/2022""",AC,ACRE,"Governador, Senador",1,https://g1.globo.com/ac/acre/eleicoes/2022/noticia/2022/09/19/pesquisa-ipec-no-acre-gladson-cameli-tem-54percent-e-jorge-viana-25percent.ghtml,AC,g,0,,,Gladson Cameli,41,Jorge Viana,16,Mara Rocha,2,Marcio Bittar,1,,,,,,,,,,,,,,,,
"""AC-03861/2022""",AC,ACRE,"Governador, Senador",1,https://g1.globo.com/ac/acre/eleicoes/2022/noticia/2022/09/19/ipec-para-o-senado-no-acre-alan-rick-tem-33percent-ney-amorim-18percent-e-marcia-bittar-15percent-das-intencoes-de-voto.ghtml,AC,s,1,,,Alan Rick,33,Ney Amorim,18,Marcia Bittar,15,Jenilson Leite,9,Nazareth Araújo,6,Vanda Milani,4,Dimas Sandas,1,Sanderson Moura,1,,,,,,,,
"""AC-03861/2022""",AC,ACRE,"Governador, Senador",1,https://g1.globo.com/ac/acre/eleicoes/2022/noticia/2022/09/19/ipec-para-o-senado-no-acre-alan-rick-tem-33percent-ney-amorim-18percent-e-marcia-bittar-15percent-das-intencoes-de-voto.ghtml,AC,s,0,,,Alan Rick,17,Ney Amorim,9,Jenilson Leite,5,Marcia Bittar,5,Nazareth Araújo,4,Vanda Milani,2,,,,,,,,,,,,
"""AL-00078/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-00624/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01016/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01435/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01672/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
