tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,ambito,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""AC-00355/2022""",AC,ACRE,"Governador, Senador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AC-05951/2022""",AC,ACRE,"Governador, Senador",1,https://agazetadoacre.com/2022/09/noticias/politica/nova-pesquisa-divulga-nesta-sexta15-mostra-gladson-na-frente-nas-intencoes-de-voto-com-42/,AC,g,1,,,Gladson Cameli,42,Jorge Viana,28,Mara Rocha,8,Petecão,5,Bittar,4,David Hall,1,Nilson Euclides,1,,,,,,,,,,
"""AC-05951/2022""",AC,ACRE,"Governador, Senador",1,https://agazetadoacre.com/2022/09/noticias/politica/nova-pesquisa-divulga-nesta-sexta15-mostra-gladson-na-frente-nas-intencoes-de-voto-com-42/,AC,g,0,,,Gladson Cameli,37,Jorge Viana,25,Mara Rocha,5,Petecão,2,Bittar,1,,,,,,,,,,,,,,
"""AC-05951/2022""",AC,ACRE,"Governador, Senador",1,https://ac24horas.com/2022/09/16/travessia-ac24horas-no-senado-alan-rick-tem-33-e-ney-amorim-21/,AC,s,1,,,Alan Rick,33,Ney Amorim,21,Jenilson Leite,11,Márcia Bittar,9,Vanda Milani,6,Nazaré Araújo,6,Sanderson Moura,2,,,,,,,,,,
"""AC-05951/2022""",AC,ACRE,"Governador, Senador",1,https://ac24horas.com/2022/09/16/travessia-ac24horas-no-senado-alan-rick-tem-33-e-ney-amorim-21/,AC,s,0,,,Alan Rick,16,Ney Amorim,9,Jenilson Leite,5,Márcia Bittar,3,Vanda Milani,3,Nazaré Araújo,3,,,,,,,,,,,,
"""AL-00078/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01016/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01672/2022""",AL,ALAGOAS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AL-01735/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-realizada-no-estado-de-alagoas-registro-tse-n-o-al-01735-2022-situacao-eleitoral-para-o-executivo-federal-e-legislativo-federal-e-avaliacao-da-adm/,AL,g,0,,,Paulo Dantas,"17,4",Rodrigo Cunha,"9,4",Collor,"9,1",Rui Palmeira,"3,6",,,,,,,,,,,,,,,,
"""AL-01735/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-realizada-no-estado-de-alagoas-registro-tse-n-o-al-01735-2022-situacao-eleitoral-para-o-executivo-federal-e-legislativo-federal-e-avaliacao-da-adm/,AL,g,1,,,Paulo Dantas,30,Rodrigo Cunha,"20,8",Collor,"18,9",Rui Palmeira,12,Cicero Albuquerque,"1,7",Luciano Almeida,1,,,,,,,,,,,,
"""AL-01735/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-realizada-no-estado-de-alagoas-registro-tse-n-o-al-01735-2022-situacao-eleitoral-para-o-executivo-federal-e-legislativo-federal-e-avaliacao-da-adm/,AL,s,0,,,Renan Filho,"20,9",Davi Davino,"9,3",,,,,,,,,,,,,,,,,,,,
"""AL-01735/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-realizada-no-estado-de-alagoas-registro-tse-n-o-al-01735-2022-situacao-eleitoral-para-o-executivo-federal-e-legislativo-federal-e-avaliacao-da-adm/,AL,s,1,,,Renan Filho,"50,3",Davi Davino,24,Coronel do Valle,"4,2",Suzana Souza,"1,5",,,,,,,,,,,,,,,,
"""AL-04262/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.cadaminuto.com.br/noticia/2022/09/16/ibrape-cadaminuto-paulo-segue-na-lideranca-e-rodrigo-ultrapassa-collor,AL,s,1,,,Renan Filho,55,Davi Davino,24,Do Valle,2,Mário Agra,1,,,,,,,,,,,,,,,,
"""AL-04262/2022""",AL,ALAGOAS,"Governador, Senador",1,https://www.cadaminuto.com.br/noticia/2022/09/16/ibrape-cadaminuto-paulo-segue-na-lideranca-e-rodrigo-ultrapassa-collor,AL,g,1,,,Paulo Dantas,36,Rodrigo Cunha,20,Collor,17,Rui Palmeira,9,,,,,,,,,,,,,,,,
