tse_id,url,cidade,estado,util,position,estimulada,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16
MA-00019/2012,https://jornalpequeno.blog.br/johncutrim/luciano-leitoa-lidera-pesquisa-em-timon-com-63/,TIMON,MA,1,P,1.0,,LUCIANO LEITOA,63.2,ALEXANDRE ALMEIDA,14.15,EDIVAR RIBEIRO,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00019/2012,https://lesteemoff.blogspot.com/2012/05/confira-lista-do-nomes-citados-para.html,TIMON,MA,1,V,0.0,,EDSON LIMA,1.19,WILMA RESENDE,1.19,FRANCISCO,0.71,ABMAEL,0.71,ANTONIEL,0.71,ZE EDILSON,0.47,RUBENS LIMA,0.47,KENEDY,0.47,JOAQUIM FEITOSA,0.47,DR TORQUATO,0.47,BETY GLABE,0.47,,,,,,,,,,
MA-00051/2014,https://www.gabrielarollemberg.adv.br/2014/09/22/ministro-proibe-divulgacao-de-pesquisa-eleitoral-no-maranhao-por-falta-de-registro-no-tse/,MARANHÃO,MA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00136/2012,https://jornalpequeno.blog.br/johncutrim/valerio-lidera-pesquisa-em-governador-archer/,GOVERNADOR ARCHER,MA,1,P,,,JACKSON VALERIO DE SOUZA OLIVEIRA,59.79,MARIA DE JESUS MONTEIRO,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00136/2012,https://www.juntadeandalucia.es/boja/2014/19/65,GOVERNADOR ARCHER,MA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00270/2012,https://chapadinhasite.blogspot.com/2012/09/eleicoes-2012-pesquisas-apontam.html,ANAPURUS,MA,1,P,,,VANDERLY,42.3,TINA MONTELES,32.3,RAIMUNDO DINIZ,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00332/2012,https://jornalpequeno.blog.br/johncutrim/informes-e-ultimas-pesquisas-eleitorais/,SENADOR ALEXANDRE COSTA,MA,1,P,,,DR ORLANDO,52.07,CARNEIRINHO,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00332/2012,https://www.juntadeandalucia.es/boja/2015/89/BOJA15-089-00002-8351-01_00069479.pdf,SENADOR ALEXANDRE COSTA,MA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00448/2012,https://www.traffickingmatters.com/wp-content/uploads/2020/02/addressing_human_trafficking_dec2015.pdf,TIMON,MA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01428/2018,https://www.blogdomarcosilva.com.br/veja-os-numeros-da-pesquisa-mbo-para-deputado-estadual-e-federal-em-codo/,MARANHÃO,MA,1,DE,0.0,,BINE FIGUEIRERO,38.0,ZITO ROLIM,32.0,CESAR PIRES,7.0,NONATO SAMPAIO,5.0,ANDRE ARAUJO,2.0,ARNALDO MELO,1.0,CIRO NETO,1.0,SAID ZAIDAN,1.0,,,,,,,,,,,,,,,,
MA-01428/2018,https://www.blogdomarcosilva.com.br/veja-os-numeros-da-pesquisa-mbo-para-deputado-estadual-e-federal-em-codo/,MARANHÃO,MA,1,DF,0.0,,DR ZE FRANCISCO,40.0,CHIQUINHO DO SAAE,27.0,MARCIO JERRY,6.0,EDILAZIO,5.0,BIRA DO PINDARE,2.0,CLEBER VERDE,1.0,,,,,,,,,,,,,,,,,,,,
MA-01428/2018,https://www.juntadeandalucia.es/boja/2019/83/55,MARANHÃO,MA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01920/2018,https://jmcunhasantos.blogspot.com/2018/09/tres-pesquisas-confirmam-vitoria-de.html,MARANHÃO,MA,1,G,,,FLAVIO DINO,61.82,MAURA JORGE,29.57,ROBERTO ROCHA,4.01,RAMON ZAPATA,0.25,ODIVIO NETO,0.17,,,,,,,,,,,,,,,,,,,,,,
MA-03198/2018,https://blogdoprofessorabel.blogspot.com/2018/03/flavio-dino-vence-no-primeiro-turno-em.html,MARANHÃO,MA,1,G,1.0,,FLAVIO DINO,73.11,ROSEANA SARNEY,18.06,ROBERTO ROCHA,6.72,MAURA JORGE,1.48,RICARDO MURAT,0.63,EDUARDO BRAIDE,0.0,,,,,,,,,,,,,,,,,,,,
MA-05069/2018,https://gilbertoleda.com.br/2018/10/07/pesquisa-aponta-crescimento-de-maura-jorge-pos-debate-e-2o-turno-no-ma/,MARANHÃO,MA,1,G,,,FLAVIO DINO,40.7,ROSEANA SARNEY,33.93,MAURA JORGE,13.61,ROBERTO ROCHA,4.06,ODIVIO NETO,0.94,RAMON ZAPATA,0.28,,,,,,,,,,,,,,,,,,,,
MA-07496/2018,http://maranhaohoje.com/imperatriz-tem-mais-de-20-de-eleitores-indecisos-ou-com-intencao-de-anular-ou-votar-em-branco/,MARANHÃO,MA,1,G,,,FLAVIO DINO,54.08,ROSEANA SARNEY,17.92,ROBERTO ROCHA,2.72,MAURA JORGE,1.6,ODIVIO NETO,0.32,RAMON ZAPATA,0.16,,,,,,,,,,,,,,,,,,,,
MA-07496/2018,https://twitter.com/olgaprazeres,MARANHÃO,MA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07731/2018,https://altamiradomara.blogspot.com/2018/09/e-taca-flavio-dino-vence-com-60-no.html,MARANHÃO,MA,1,G,,,FLAVIO DINO,47.4,ROSEANA SARNEY,26.0,MAURA JORGE,2.6,ROBERTO ROCHA,2.3,RAMON ZAPATA,0.3,ODIVIO NETO,0.2,,,,,,,,,,,,,,,,,,,,
MA-07804/2018,http://maranhaohoje.com/nova-pesquisa-exata-da-a-flavio-dino-64-dos-votos-validos/,MARANHÃO,MA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08300/2018,http://www.willianmarinho.com.br/2018/05/a-pedido-do-pcdob-justica-eleitoral.html,MARANHÃO,MA,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08882/2018,http://garrone.com.br/2018/09/page/4/,MARANHÃO,MA,1,S,,,WEVERTON ROCHA,29.9,ELIZIANE GAMA,29.4,EDISON LOBAO,22.3,SARNEY FILHO,21.4,JOSE REINALDO TAVARES,9.7,ALEXANDRE ALMEIDA,7.5,PRETA LU,1.5,SAMOEL CAMPELO,1.1,SAULO ARCANGELI,0.7,IEGO BRUNNO,0.3,SAULO PINHO,0.3,,,,,,,,,,
MA-08882/2018,http://garrone.com.br/2018/09/page/4/,MARANHÃO,MA,1,G,,,FLAVIO DINO,59.5,ROSEANA SARNEY,33.8,MAURA JORGE,4.1,ROBERTO ROCHA,1.9,RAMON ZAPATA,0.6,ODIVIO NETO,0.1,,,,,,,,,,,,,,,,,,,,
MA-09260/2018,https://www.walneybatista.com.br/2018/10/flavio-dino-sera-vitorioso-no-domingo.html,MARANHÃO,MA,1,G,,,FLAVIO DINO,61.82,ROSEANA SARNEY,27.65,MAURA JORGE,5.98,ROBERTO ROCHA,2.31,ODIVIO NETO,0.55,RAMON ZAPATA,0.48,,,,,,,,,,,,,,,,,,,,
MG-02679/2018,https://www.jornaldosvales.com.br/ler_noticia.php?id=15712&t=pesquisa-jvi9-mostra-intencao-de-votos-dos-eleitores-em-ipatinga,MINAS GERAIS,MG,1,DF,,,LEONARDO QUINTAO,13.7,ROBERTO CARLOS,8.2,SAVIO TARSO,4.2,PEDRO FELIPE,3.3,CASINHA CARVALHO,2.8,HERCICILO COELHO DINIZ,2.2,ENEIAS REIS,1.5,,,,,,,,,,,,,,,,,,
MG-02679/2018,https://www.jornaldosvales.com.br/ler_noticia.php?id=15712&t=pesquisa-jvi9-mostra-intencao-de-votos-dos-eleitores-em-ipatinga,MINAS GERAIS,MG,1,DE,,,ROSANGELA REIS,27.2,SEBASTIAO QUINTAO,14.2,DR JULIANO,5.0,DANIEL CRISTIANO,5.0,WANDERSON GANDRA,3.8,LUIZ CARLOS MIRANDA,2.0,CELINHO DO SINTTROCEL,1.7,XINGOZINHO,1.0,,,,,,,,,,,,,,,,
MT-00144/2018,https://www.sonoticias.com.br/politica/jaime-lidera-com-58-das-intencoes-de-votos-ao-senado-em-vg/,MATO GROSSO,MT,1,S,0.0,,JAYME CAMPOS,23.0,PROCURADOR MAURO,5.0,SELMA ARRUDA,3.0,NILSON LEITAO,2.0,MARIA LUCIA NEDER,1.0,,,,,,,,,,,,,,,,,,,,,,
MT-00153/2018,https://www.folhamax.com/politica/apresentador-de-tv-e-deputado-do-dem-lideram-para-assembleia-em-vg/174342,MATO GROSSO,MT,1,DE,1.0,,JAJAH NEVES,6.01,BOTELHO,5.8,JANAINA RIVA,3.53,WILSON SANTOS,3.07,KALIL BARACAT,2.33,GUILHERME MALUF,2.07,ALAN TOPGAZ,1.13,ALAN ZANATA,1.13,WALACE GUIMARÃES,0.8,SEBASTIAO REZENDE,0.4,,,,,,,,,,,,
MT-00153/2018,https://www.folhamax.com/politica/apresentador-de-tv-e-deputado-do-dem-lideram-para-assembleia-em-vg/174342,MATO GROSSO,MT,1,DE,0.0,,JAJAH NEVES,3.47,BOTELHO,3.13,JANAINA RIVA,1.4,GUILHERME MALUF,1.13,WILSON SANTOS,1.07,KALIL BARACAT,0.8,ALAN ZANATA,0.67,ALAN TOPGAZ,0.47,WALACE GUIMARÃES,0.33,MAURO SAVI,0.2,,,,,,,,,,,,
MT-00153/2018,https://www.pnbonline.com.br/politica/dois-deputados-e-filho-de-prefeito-lideram-para-camara-federal/50343,MATO GROSSO,MT,1,DF,1.0,,CARLOS BEZERRA,7.93,VALTERNIR PEREIRA,4.6,EMANUELZINHO PINHEIRO,2.6,ICARO REVELES,1.8,FABIO GARCIA,1.2,VICTORIO GALLI,0.93,ADILTON SAQUETTI,0.67,ROSANEIDE,0.47,EZEQUIEL FONSECA,0.27,NERY GUELLER,0.27,,,,,,,,,,,,
MT-00153/2018,https://www.pnbonline.com.br/politica/dois-deputados-e-filho-de-prefeito-lideram-para-camara-federal/50343,MATO GROSSO,MT,1,DF,0.0,,CARLOS BEZERRA,4.27,VALTERNIR PEREIRA,1.93,EMANUELZINHO PINHEIRO,1.01,ICARO REVELES,0.8,FABIO GARCIA,0.47,ADILTON SAQUETTI,0.33,ROSANEIDE,0.33,VICTORIO GALLI,0.33,NERY GUELLER,0.2,EZEQUIEL FONSECA,0.13,JOAREZ SANTOS,0.13,,,,,,,,,,
MT-00153/2018,https://www.pnbonline.com.br/politica/mauro-mendes-tem-vantagem-de-11-sobre-pedro-taques-em-varzea-grande/50338,MATO GROSSO,MT,1,G,1.0,,MAURO MENDES,23.27,PEDRO TAQUES,12.2,PROCURADOR MAURO,4.33,WELLINGTON FAGUNDES,3.47,ARTHUR NOGUEIRA,0.2,,,,,,,,,,,,,,,,,,,,,,
MT-00153/2018,https://www.pnbonline.com.br/politica/mauro-mendes-tem-vantagem-de-11-sobre-pedro-taques-em-varzea-grande/50338,MATO GROSSO,MT,1,G,0.0,,MAURO MENDES,9.4,PEDRO TAQUES,5.0,PROCURADOR MAURO,2.0,WELLINGTON FAGUNDES,1.33,ARTHUR NOGUEIRA,0.07,,,,,,,,,,,,,,,,,,,,,,
MT-00379/2012,https://wscareli.jusbrasil.com.br/,ARENÁPOLIS,MT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-00391/2018,https://www.midianews.com.br/eleicoes-2018/41-dos-pms-votam-em-mendes-18-em-taques-e-5-em-wellington/334334,MATO GROSSO,MT,1,G,1.0,,MAURO MENDES,41.0,PEDRO TAQUES,18.0,WELLINGTON FAGUNDES,5.0,ARTHUR NOGUEIRA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MT-00391/2018,https://www.midianews.com.br/eleicoes-2018/41-dos-pms-votam-em-mendes-18-em-taques-e-5-em-wellington/334334,MATO GROSSO,MT,1,G,0.0,,MAURO MENDES,38.0,PEDRO TAQUES,17.0,WELLINGTON FAGUNDES,5.0,ARTHUR NOGUEIRA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MT-00396/2012,https://www.olhardireto.com.br/noticias/exibir.asp?id=282480,VÁRZEA GRANDE,MT,1,P,0.0,,LUCIMAR CAMPOS,26.06,DR WALACE,22.93,TIAO DA ZAELI,18.28,MILTAO,0.61,,,,,,,,,,,,,,,,,,,,,,,,
MT-00396/2012,https://www.olhardireto.com.br/noticias/exibir.asp?id=282480,VÁRZEA GRANDE,MT,1,P,1.0,,LUCIMAR CAMPOS,29.6,DR WALACE,27.7,TIAO DA ZAELI,19.6,MILTAO,0.9,,,,,,,,,,,,,,,,,,,,,,,,
MT-00438/2012,https://www.midianews.com.br/eleicoes-2012/ludio-venceria-mendes-no-2-turno-483-a-395/135899,CUIABÁ,MT,1,P,1.0,,LUDIO CABRAL,42.5,MAURO MENDES,36.8,PROCURADOR MAURO,2.8,GUILHERME MALUF,2.2,CARLOS BRITO,0.3,,,,,,,,,,,,,,,,,,,,,,
MT-00498/2018,https://www.folhamax.com/politica/jaime-tem-29-selma-20-e-leitao-19/181423,MATO GROSSO,MT,1,S,1.0,,JAIME CAMPOS,29.0,SELMA ARRUDA,20.0,NILSON LEILAO,19.0,CARLOS FAVARO,16.0,PROCURADOR MAURO,14.0,ADILTON SACHETTI,12.0,MARIA LUCIA,9.0,GILBERTO LOPES FILHO,2.0,WALDIR CALDAS,1.0,,,,,,,,,,,,,,
MT-00498/2018,https://www.folhamax.com/politica/jaime-tem-29-selma-20-e-leitao-19/181423,MATO GROSSO,MT,1,S,0.0,,JAIME CAMPOS,11.0,SELMA ARRUDA,11.0,NILSON LEILAO,8.0,ADILSON SACHETTI,6.0,PROCURADOR MAURO,6.0,CARLOS FAVARO,4.0,MARIA LUCIA,3.0,WALDIR CALDAS,1.0,,,,,,,,,,,,,,,,
MT-00593/2018,https://muvucapopular.com.br/politica/pesquisa-aponta-procurador-jayme-e-selma-no-1-lugar-em-cuiaba/21763,MATO GROSSO,MT,1,S,,,PROCURADOR MAURO,34.51,JAYME CAMPOS,33.49,SELMA ARRUDA,31.13,NILSON LEITAO,12.51,CARLOS  FAVARO,11.51,MARIA LUCIA NEDER,8.13,ADILTON SAQUETTI,7.87,SEBASTIÃO CARLOS,1.51,WALDIR CALDAS,1.13,GILBERTO LOPES,0.87,ALADIR LEITE,1.25,,,,,,,,,,
MT-00710/2012,https://www.midianews.com.br/eleicoes-2012/voice-mostra-ludio-com-514-e-mauro-com-486/138750,CUIABÁ,MT,1,P,1.0,,LUDIO CABRAL,46.3,MAURO MENDES,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-00710/2012,https://www.midianews.com.br/eleicoes-2012/voice-mostra-ludio-com-514-e-mauro-com-486/138750,CUIABÁ,MT,1,P,0.0,,LUDIO CABRAL,45.5,MAURO MENDES,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-01072/2018,https://48horasnews.com.br/deputado-do-dem-vereador-e-apresentador-de-tv-lideram-em-cuiaba-para-al-47-sao-citados/,MATO GROSSO,MT,1,DE,0.0,,EDUARDO BOTELHO,1.56,JAJAH NEVES,0.56,JUCA DO GUARANA,0.56,GUILHERME MALUF,0.51,JANAINA RIVA,0.51,SARGENTO JOELSON,0.31,ROMOALDO JUNIOR,0.25,TAMPINHA,0.19,,,,,,,,,,,,,,,,
MT-01072/2018,https://www.folhamax.com/politica/em-cuiaba-pesquisa-mostra-mauro-com-dobro-das-intencoes-de-voto-de-taques/174495,MATO GROSSO,MT,1,G,1.0,,MAURO MENDES,34.88,PEDRO TAQUES,16.31,PROCURADOR MAURO,6.94,WELLINGTON FAGUNDES,3.06,ARTHUR NOGUEIRA,0.25,,,,,,,,,,,,,,,,,,,,,,
MT-01072/2018,https://www.folhamax.com/politica/em-cuiaba-pesquisa-mostra-mauro-com-dobro-das-intencoes-de-voto-de-taques/174495,MATO GROSSO,MT,1,G,0.0,,MAURO MENDES,15.38,PEDRO TAQUES,8.31,PROCURADOR MAURO,1.88,WELLINGTON FAGUNDES,1.38,ARTHUR NOGUEIRA,0.12,JAIME CAMPOS,0.12,OTAVIANO PIVETA,0.12,EMANUEL PINHEIRO,0.06,JULIO CAMPOS,0.06,,,,,,,,,,,,,,
MT-01072/2018,https://www.folhamax.com/politica/jaime-campos-e-lider-absoluto-em-pesquisa-para-senado-em-cuiaba/174537,MATO GROSSO,MT,1,S,1.0,1.0,JAIME CAMPOS,20.0,SELMA ARRUDA,12.94,NILSON LEILAO,5.07,MARIA LUCIA NEDER,3.25,CARLOS  FAVARO,2.13,ADILTON SACHETTI,2.06,JOSE MEDEIROS,1.63,VALDIR CALDAS,0.56,SEBASTIAO CARLOS,0.5,,,,,,,,,,,,,,
MT-02181/2018,https://www.biorosario.com.br/2018/09/em-cuiaba-procurador-mauro-tem-30-jaime.html,MATO GROSSO,MT,1,S,1.0,,PROCURADOR MAURO,30.0,JAIME CAMPOS,24.0,SELMA ARRUDA,16.0,MARIA LUCIA NEDER,8.0,NILSON LEITAO,7.0,SEBASTIAO CARLOS,2.0,WALDIR CALDAS,2.0,CARLOS FAVARO,2.0,ADILTON SACHETTI,2.0,GILBERTO LOPES,1.0,ALADIR ALBUQUERQUE,0.0,,,,,,,,,,
MT-02181/2018,https://www.biorosario.com.br/2018/09/em-cuiaba-procurador-mauro-tem-30-jaime.html,MATO GROSSO,MT,1,S,0.0,,PROCURADOR MAURO,7.0,JAIME CAMPOS,5.0,SELMA ARRUDA,4.0,NILSON LEITAO,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MT-02181/2018,https://www.folhamax.com/politica/emanuelzinho-lidera-para-deputado-federal-em-mt/178839,MATO GROSSO,MT,1,DF,0.0,,EMANUELZINHO,3.0,DR LEONARDO,1.0,NERI GELLER,1.0,VALTERNIR PEREIRA,1.0,RAFAEL RANALLI,1.0,EDUARDO BOTELHO,1.0,,,,,,,,,,,,,,,,,,,,
MT-02181/2018,https://www.folhamax.com/politica/jayme-e-procurador-lideram-em-cuiaba/178396,MATO GROSSO,MT,1,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-02181/2018,https://www.midianews.com.br/eleicoes-2018/maluf-janaina-e-botelho-lideram-corrida-por-vaga-na-assembleia/333330,MATO GROSSO,MT,1,DE,0.0,,GUILHERME MALUF,1.5,JANAINA RIVA,1.0,EDUARDO BOTELHO,1.0,TONINHO DE SOUZA,0.8,MAURO SAVI,0.8,JORGE JORGITO EVANGELISTA,0.8,ROBERTO BEZERRA,0.8,MARIO NADAF,0.8,JUCA DO GUARANÁ FILHO,0.6,FAISSAL,0.6,PAULO ARAUJO,0.6,CARLOS BRITO,0.6,,,,,,,,
MT-05760/2018,http://www.expressaonoticias.com.br/vereador-da-regiao-oeste-esta-entre-os-dez-candidatos-que-devem-se-eleger-na-almt/,MATO GROSSO,MT,1,DE,0.0,,EDUARDO BOTELHO,3.2,ZECA VIANA,2.1,JANAINA RIVA,2.0,MAX RUSSI,1.65,PROF ALLAN,1.62,GUILHERME MALUF,1.59,CLAUDIO HENRIQUE,1.52,TONINHO DE SOUZA,1.31,NININHO,1.29,JUCA DO GUARANA,1.1,RICARDO ARRUDA,1.1,SARGENTO JOELSON,0.96,ELISEU NASCIMENTO,0.9,LUDIO CABRAL,0.86,LEANDRO FELIZ,0.74,WILSON SANTOS,0.62
MT-06142/2018,https://esportesenoticias.com.br/pesquisa-voice-mostra-mauro-mendes-na-lideranca-ao-paiaguas-taques-esta-em-segundo-lugar/,MATO GROSSO,MT,1,G,0.0,,PEDRO TAQUES,2.9,MAURO MENDES,2.6,JAIME CAMPOS,1.5,WELLINGTON FAGUNDES,1.0,BLAIRO MAGGI,0.2,PIVETTA,0.2,SELMA ARRUDA,0.1,NILSON LEITAO,0.1,PROCURADOR MAURO,0.1,SILVAL BARBOSA,0.1,CARLOS FAVARO,0.1,,,,,,,,,,
MT-06142/2018,https://esportesenoticias.com.br/pesquisa-voice-mostra-mauro-mendes-na-lideranca-ao-paiaguas-taques-esta-em-segundo-lugar/,MATO GROSSO,MT,1,G,1.0,,PEDRO TAQUES,18.4,WELLINGTON FAGUNDES,13.6,JAIME,9.2,MAURO MENDES,8.0,PIVETTA,5.4,,,,,,,,,,,,,,,,,,,,,,
MT-06142/2018,https://www.sonoticias.com.br/ponto-final/pesquisa-governo/,MATO GROSSO,MT,1,G,1.0,,MAURO MENDES,19.5,PEDRO TAQUES,16.1,WELLINGTON FAGUNDES,11.5,PROCURADOR MAURO,6.0,OTAVIANO PIVETTA,4.4,,,,,,,,,,,,,,,,,,,,,,
MT-06521/2018,https://www.reportermt.com.br/poderes/nova-pesquisa-mostra-mendes-isolado-na-lideranca-taques-e-wellington-empatados/84298,MATO GROSSO,MT,1,G,1.0,,MAURO MENDES,38.0,PEDRO TAQUES,19.0,WELLINGTON FAGUNDES,17.0,ARTHUR NOGUEIRA,2.0,MOISES FRANZ,1.0,,,,,,,,,,,,,,,,,,,,,,
MT-06521/2018,https://www.reportermt.com.br/poderes/nova-pesquisa-mostra-mendes-isolado-na-lideranca-taques-e-wellington-empatados/84298,MATO GROSSO,MT,1,G,0.0,,MAURO MENDES,16.0,PEDRO TAQUES,6.0,WELLINGTON FAGUNDES,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-06522/2018,https://www.folhamax.com/politica/em-mt-jaime-lidera-folgado-ao-senado-procurador-e-leitao-empatam-em-2/178768,MATO GROSSO,MT,1,S,0.0,,JAIME CAMPOS,6.0,MAURO MENDES,4.0,SELMA ARRUDA,3.0,LEILAO,2.0,FAVARO,1.0,MARIA LUCIA NEDER,1.0,,,,,,,,,,,,,,,,,,,,
MT-06522/2018,https://www.folhamax.com/politica/em-mt-jaime-lidera-folgado-ao-senado-procurador-e-leitao-empatam-em-2/178768,MATO GROSSO,MT,1,S,1.0,,JAIME CAMPOS,35.0,MAURO MENDES,20.0,NILSON LEILAO,19.0,SELMA ARRUDA,14.0,MARIA LUCIA CAVALLI NEDER,9.0,ADILTON SACHETTI,8.0,CARLOS FAVARO,4.0,WALDIR CALDAS,2.0,SEBASTIAO CARLOS,2.0,GILBERTO LOPES,2.0,ALADIR LEITE,1.0,,,,,,,,,,
MT-07730/2018,http://www.nortaoonline.com/noticias/politica/6827/,MATO GROSSO,MT,1,DE,0.0,,TONINHO DE SOUZA,0.62,EDUARDO BOTELHO,0.62,JANAINA RIVA,0.49,TAMPINHA,0.49,ALANA KARDEC,0.49,KALIL BARACAT,0.49,MAX RUSSI,0.49,TULIO FONTES,0.49,BAIANO FILHO,0.49,PAULO ARAUJO,0.37,WILSON SANTOS,0.37,PEDRO SATELITE,0.37,SARGENTO JOELSON,0.37,LEANDRO FELIX,0.37,LUISINHO MAGALHAES,0.37,PROF NICINHA,0.25
MT-07730/2018,https://www.folhamax.com/politica/pesquisa-mostra-mauro-com-23-e-taques-com-18-em-mt/176101,MATO GROSSO,MT,1,G,0.0,,MAURO MENDES,8.0,PEDRO TAQUES,5.0,WELLINGTON FAGUNDES,2.0,MOISES FRANZ,0.1,,,,,,,,,,,,,,,,,,,,,,,,
MT-07730/2018,https://www.folhamax.com/politica/pesquisa-mostra-mauro-com-23-e-taques-com-18-em-mt/176101,MATO GROSSO,MT,1,G,1.0,,MAURO MENDES,23.0,PEDRO TAQUES,18.0,WELLINGTON FAGUNDES,13.0,ARTHUR NOGUEIRA,1.0,MOISES FRANZ,1.0,,,,,,,,,,,,,,,,,,,,,,
MT-07785/2018,http://eldorado.fm/noticias/politica/4377-quatro-deputados-lideram-pesquisa-para-assembleia-de-mt-135-sao-citados.html,MATO GROSSO,MT,1,DE,,,BOTELHO,1.7,NININHO,1.63,JANAINA RIVA,1.5,GUILHERME MALUF,1.05,XUXU,0.98,HERMES BERGAMIM,0.92,DILMAR DAL BOSCO,0.78,THIAGO SILVA,0.78,JAJAH NEVES,0.72,KAUL BARACAT,0.72,PEDRO SATELITE,0.72,VALDE NIRIA,0.72,ELISEU NASCIMENTO,0.65,DR DIVINO,0.59,EDUARDO MAGALHAES,0.59,LAIR MOTA,0.59
MT-07785/2018,https://www.folhamax.com/politica/jaime-mantem-lideranca-para-senado-juiza-e-2-e-abre-vantagem-sobre-adversarios-em-mt/181887,MATO GROSSO,MT,1,S,1.0,,JAIME CAMPOS,31.71,SELMA ARRUDA,30.46,NILSON LEILAO,18.89,PROCURADOR MAURO,17.85,ADILTON SAQUETTI,16.01,CARLOS FAVARO,11.11,MARIA LUCIA,5.55,WALDIR CALDAS,1.11,SEBASTIAO CARLOS,1.11,ALADIR LEITE,0.66,GILBERTO LOP,0.65,,,,,,,,,,
MT-07785/2018,https://www.folhamax.com/politica/quatro-deputados-lideram-pesquisa-para-assembleia-de-mt-135-sao-citados/181537,MATO GROSSO,MT,1,DE,,,BOTELHO,1.7,NININHO,1.63,JANAINA RIVA,1.5,GUILHERME MALUF,1.05,XUXU,0.98,HERMES BERGAMIM,0.92,DILMAR DAL BOSCO,0.78,THIAGO SILVA,0.78,JAJAH NEVES,0.72,KAUL BARACAT,0.72,PEDRO SATELITE,0.72,VALDE NIRIA,0.72,ELIZEU NASCIMENTO,0.65,DR DIVINO,0.59,EDUARDO MAGALHAES,0.59,LAIR MOTA,0.59
MT-07785/2018,https://www.showdenoticias.com.br/noticia/eleicoes/filho-de-prefeito-deputado-e-ex-prefeito-de-sinop-lideram-para-federal/,MATO GROSSO,MT,1,DF,,,EMANUELZINHO,1.76,CARLOS BEZERRA,1.37,JUAREZ COSTA,1.31,JOSE MEDEIROS,1.18,NELSON BARBUDO,1.18,DR LEONARDO,1.11,VANDER MASSON,1.05,GISELA SIMONA,0.78,NERI GELLER,0.72,,,,,,,,,,,,,,
PE-00125/2012,https://ironesousa.blogspot.com/2012/09/ricardo-ramos-lidera-pesquisa-de.html,OURICURI,PE,1,P,1.0,,RICARDO RAMOS,53.78,CEZAR DE PRETO,37.85,JUAREZ SARAIVA,1.33,CHARLES CORIOLANO,0.13,JORGE BORRACHEIRO,0.13,ZÉ MIGUEL,0.0,,,,,,,,,,,,,,,,,,,,
PE-00174/2012,https://arcoverdedetodos.blogspot.com/2012/09/,CUSTÓDIA,PE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00205/2012,https://www.gp1.com.br/noticias/pesquisa-em-sao-joao-do-piaui-abel-landim-4280-dr-alexandre-23-e-dr-gil-carlos-1340-263380.html,SÃO JOÃO DO PIAUÍ,PI,1,P,1.0,,ABEL LADIM,42.8,DR ALEXANDRE,23.0,DR GIL CARLOS,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00205/2012,https://www.gp1.com.br/noticias/pesquisa-em-sao-joao-do-piaui-abel-landim-4280-dr-alexandre-23-e-dr-gil-carlos-1340-263380.html,SÃO JOÃO DO PIAUÍ,PI,1,P,0.0,,ABEL LADIM,40.4,DR ALEXANDRE,20.6,DR GIL CARLOS,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00385/2012,https://issuu.com/jornal-o-dia/docs/capa_041012/15,PEDRO II,PI,1,P,0.0,,ROBERIO LEITE,51.33,DR WALMIR CAFE,39.33,MAURO JUNIOR,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00593/2012,https://180graus.com/politica/firmino-51-x-elmano-48-nao-ocorreu-acertos-dos-institutos-570442,TERESINA,PI,1,P,,,FIRMINO FILHO,55.92,ELMANO FERRER,44.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
