url,tse_id,estado,cidade,util,position,estimulada,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13
https://folhadovale.net/pesquisa-mostra-pre-candidato-dezin-com-417-das-intencoes-de-voto-em-malhada.html,BA-04800/2016,BA,MALHADA,1.0,p,1.0,Dezin,417.0,Anselmo Alves Boa Sorte,24.8,Dr. Gimmy,23.2,,,,,,,,,,,,,,,,,,,,
https://www.petrolinanews.com.br/2016/09/em-remanso-pesquisa-indica-vitoria-de.html,BA-06130/2016,BA,REMANSO,1.0,p,,Marcos Palmeira,505.0,Zé Filho,41.8,Tony Ávila,2.7,,,,,,,,,,,,,,,,,,,,
https://jornaldachapada.com.br/2016/07/26/chapada-pesquisa-aponta-favoritos-nas-eleicoes-2016-em-morro-do-chapeu/,BA-06346/2016,BA,MORRO DO CHAPÉU,1.0,p,,Leo Dourado,622.0,Beto,26.9,Branco,3.9,,,,,,,,,,,,,,,,,,,,
https://itarantimagora.blogspot.com/2016/08/festa-do-pr-em-morro-do-chapeu.html,BA-06362/2016,BA,MORRO DO CHAPÉU,1.0,p,,Leo Dourado,633.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/ferrugem-abre-vantagem-na-corrida-eleitoral-de-oliveira-dos-brejinhos/,BA-07233/2016,BA,OLIVEIRA DOS BREJINHOS,1.0,p,0.0,Cleriston Uaide Reis Guedes Pereira,501.0,Carlos Augusto Ribeiro Portela,29.2,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/ferrugem-abre-vantagem-na-corrida-eleitoral-de-oliveira-dos-brejinhos/,BA-07233/2016,BA,OLIVEIRA DOS BREJINHOS,1.0,p,1.0,Cleriston Uaide Reis Guedes Pereira,507.0,Carlos Augusto Ribeiro Portela,29.8,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/dezin-lidera-em-malhada-com-545-das-intencoes-de-voto/,BA-07318/2016,BA,MALHADA,1.0,p,0.0,Dezin,538.0,Dr. Gimmy,42.5,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/dezin-lidera-em-malhada-com-545-das-intencoes-de-voto/,BA-07318/2016,BA,MALHADA,1.0,p,1.0,Dezin,545.0,Dr. Gimmy,42.2,,,,,,,,,,,,,,,,,,,,,,
https://www.bahianoticias.com.br/municipios/noticia/6958-tecnodados-gameleira-venceria-com-quase-50-das-intencoes-de-voto-em-jequie.html,BA-07469/2016,BA,JEQUIÉ,1.0,p,1.0,Sérgio da Gameleira,495.0,Dr. Fernando,21.67,Tadeu Cafezeiro,9.5,Eduardo Barbosa,3.33,Marcos Ferreira,2.33,Paulo Vasconcelos,1.0,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/emerson-leal-lidera-disputa-pela-prefeitura-de-livramento-de-nossa-senhora/,BA-07552/2016,BA,LIVRAMENTO DE NOSSA SENHORA,1.0,p,0.0,Emerson Leal,495.0,Ricardinho,38.48,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/emerson-leal-lidera-disputa-pela-prefeitura-de-livramento-de-nossa-senhora/,BA-07552/2016,BA,LIVRAMENTO DE NOSSA SENHORA,1.0,p,0.0,Emerson Leal,505.0,Ricardinho,39.68,,,,,,,,,,,,,,,,,,,,,,
https://www.wagneremfoco.com.br/sem-categoria/28092016-eleicoes-2016-pesquisa-aponta-vitoria-de-reinam-de-lourinho-em-bonito.html,BA-07583/2016,BA,BONITO,1.0,p,,Reinam de Lourinho,53.0,Jai Primo,43.7,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/ex-prefeito-jorge-teixeira-da-rocha-lidera-com-folga-pesquisa-de-intencao-de-votos-para-a-prefeitura-de-tanhacu/,BA-08023/2016,BA,TANHAÇU,1.0,p,0.0,Jorge Teixeira da Rocha,457.0,Ney Pires Santana,35.2,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/ex-prefeito-jorge-teixeira-da-rocha-lidera-com-folga-pesquisa-de-intencao-de-votos-para-a-prefeitura-de-tanhacu/,BA-08023/2016,BA,TANHAÇU,1.0,p,1.0,Jorge Teixeira da Rocha,518.0,Ney Pires Santana,37.6,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/pesquisa-aponta-lideranca-de-joao-farias-na-corrida-pela-prefeitura-de-rio-de-contas/,BA-08270/2016,BA,RIO DE CONTAS,1.0,p,0.0,João Antônio Azevedo Farias,457.0,Cristiano Cardoso de Azevedo,40.73,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/pesquisa-aponta-lideranca-de-joao-farias-na-corrida-pela-prefeitura-de-rio-de-contas/,BA-08270/2016,BA,RIO DE CONTAS,1.0,p,1.0,João Antônio Azevedo Farias,5065.0,Cristiano Cardoso de Azevedo,40.73,,,,,,,,,,,,,,,,,,,,,,
https://jornalanossavozregional.blogspot.com/2016/09/pesquisa-aponta-vitoria-de-adriano-lima.html,BA-08443/2016,BA,SERRINHA,1.0,p,,Adriano Lima,569.0,Ferreirinha,30.7,Gerson das Fitas,3.1,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/nova-pesquisa-eleitoral-confirma-lideranca-de-marco-tulio-em-boquira/,BA-08808/2016,BA,BOQUIRA,1.0,p,0.0,Marco Túlio Vilas Bôas,478.0,Luciano da Farmácia,37.2,,,,,,,,,,,,,,,,,,,,,,
https://www.jornaldosudoeste.com/nova-pesquisa-eleitoral-confirma-lideranca-de-marco-tulio-em-boquira/,BA-08808/2016,BA,BOQUIRA,1.0,p,1.0,Marco Túlio Vilas Bôas,491.0,Luciano da Farmácia,39.9,,,,,,,,,,,,,,,,,,,,,,
https://www.boquiraemacao.com.br/p/quem-somos.html,BA-08951/2016,BA,BOQUIRA,1.0,p,0.0,Marco Túlio Vilas Bôas,458.0,Luciano da Farmácia,37.0,Edmilson,0.6,,,,,,,,,,,,,,,,,,,,
https://www.boquiraemacao.com.br/p/quem-somos.html,BA-08951/2016,BA,BOQUIRA,1.0,p,1.0,Marco Túlio Vilas Bôas,471.0,Luciano da Farmácia,36.3,,,,,,,,,,,,,,,,,,,,,,
http://bonfimnoticias.com/site/2016/08/26/ponto-novo-tiago-venancio-e-simone-silva-lidera-intencoes-de-votos-com-ampla-vantagem-sobre-o-segundo-lugar/,BA-09078/2016,BA,PONTO NOVO,1.0,p,1.0,Tiago Venâncio,502.0,Adelson Maia,31.0,Iranilton,12.0,,,,,,,,,,,,,,,,,,,,
http://www.acheisudoeste.com.br/noticias/20125-2016/09/27/justica-impede-divulgacao-de-pesquisa-do-jornal-do-sudoeste-em-brumado,BA-09318/2016,BA,BRUMADO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.camocimportaldenoticias.com/2016/10/pesquisa-registrada-no-tre-traz-monica.html,CE-00070/2016,CE,CAMOCIM,1.0,p,,Monica Aguiar,5288.0,Euvaldete Ferro,40.14,Paulo Roger,4.19,,,,,,,,,,,,,,,,,,,,
https://wilsongomessobral.blogspot.com/2016/09/sai-mais-uma-pesquisa-para-regiao-norte.html,CE-01294/2016,CE,FORQUILHA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://dialogospoliticos.wordpress.com/2016/09/23/vem-ai-a-divulgacao-da-primeira-pesquisa-eleitoral-para-prefeito-de-vicosa-do-ceara/,CE-01772/2016,CE,VIÇOSA DO CEARÁ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://oliberalnet.blogspot.com/2016/09/glairton-cunha-lidera-pesquisa.html,CE-04027/2016,CE,JAGUARETAMA,1.0,p,,Glairton Cunha,604.0,Jayme Renan,22.48,,,,,,,,,,,,,,,,,,,,,,
https://blogdoaryaires.blogspot.com/2016/09/marco-roger-leva-milhares-de-pessoas-as.html,CE-05820/2016,CE,MARCO,1.0,p,,Roger,6176.0,,,,,,,,,,,,,,,,,,,,,,,,
http://radioliberdadeam.com/1/2016/09/vem-ai-pesquisa-eleitoral-registrada-para-prefeito-de-iguatu/,CE-07379/2016,CE,IGUATU,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://quixeramobimagora.blogspot.com/2016/09/trece-registra-pesquisa-em-caninde-e.html,CE-09616/2016,CE,FORQUILHA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mpes.mp.br/Arquivos/Anexos/466650b5-0f6a-466b-ab12-e7089dae1039.pdf,ES-00815/2016,ES,CACHOEIRO DE ITAPEMIRIM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://tre-es.jusbrasil.com.br/jurisprudencia/482782912/recurso-eleitoral-re-61849-cachoeiro-de-itapemirim-es/inteiro-teor-482782923,ES-01569/2016,ES,CACHOEIRO DE ITAPEMIRIM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://naldinhod.blogspot.com/2016/09/instituto-leia-amanda-quinta-continua.html,ES-04971/2016,ES,PRESIDENTE KENNEDY,1.0,p,0.0,Amanda Quinta,43.0,Reginaldo Quinta,21.5,,,,,,,,,,,,,,,,,,,,,,
https://naldinhod.blogspot.com/2016/09/instituto-leia-amanda-quinta-continua.html,ES-04971/2016,ES,PRESIDENTE KENNEDY,1.0,p,1.0,Amanda Quinta,4523.0,Reginaldo Quinta,26.16,,,,,,,,,,,,,,,,,,,,,,
https://kennedyemdia.com.br/noticia/2376/amanda-tem-57--reginaldo-25-e-brunao-1-75,ES-05929/2016,ES,PRESIDENTE KENNEDY,1.0,p,0.0,Amanda Quinta,5675.0,Reginaldo Quinta,24.25,Brunão do Povo,1.25,,,,,,,,,,,,,,,,,,,,
https://kennedyemdia.com.br/noticia/2376/amanda-tem-57--reginaldo-25-e-brunao-1-75,ES-05929/2016,ES,PRESIDENTE KENNEDY,1.0,p,1.0,Amanda Quinta,57.0,Reginaldo Quinta,25.0,Brunão do Povo,1.75,,,,,,,,,,,,,,,,,,,,
http://www.portalmimoso.com.br/reportagens/2016/09/25/mobile/,ES-07051/2016,ES,MIMOSO DO SUL,1.0,p,0.0,Giló,3646.0,Airton,17.37,Flávia Cysne,10.54,Marcelo Pessanha,5.12,Beredinha,2.84,,,,,,,,,,,,,,,,
http://www.portalmimoso.com.br/reportagens/2016/09/25/mobile/,ES-07051/2016,ES,MIMOSO DO SUL,1.0,p,1.0,Giló,3703.0,Airton,17.94,Flávia Cysne,10.54,Marcelo Pessanha,5.12,Beredinha,2.84,,,,,,,,,,,,,,,,
https://issuu.com/jornaltribunadopovoj/docs/tribunadopovo3009-16,ES-08380/2016,ES,ITAPEMIRIM,1.0,p,0.0,Luciano Paiva,545.0,Norma Ayub,23.0,Lindemberg Lopes,0.5,,,,,,,,,,,,,,,,,,,,
https://issuu.com/jornaltribunadopovoj/docs/tribunadopovo3009-16,ES-08380/2016,ES,ITAPEMIRIM,1.0,p,1.0,Luciano Paiva,5575.0,Norma Ayub,23.75,Lindemberg Lopes,0.75,,,,,,,,,,,,,,,,,,,,
http://www.nativanoticias.com.br/2016/10/,MA-00158/2016,MA,POÇÃO DE PEDRAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.juntadeandalucia.es/boja/2017/6/43,MA-00238/2016,MA,SÍTIO NOVO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.juntadeandalucia.es/boja/2016/126/69,MA-00738/2016,MA,PARAIBANO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.juntadeandalucia.es/boja/2016/156/27,MA-00856/2016,MA,FORTUNA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.buildzoom.com/contractor/ed-enterprises,MA-01255/2016,MA,SÃO JOÃO DO SOTER,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://homemetry.com/house/3+POND+ST,+Ashland+MA",MA-01721/2016,MA,CODÓ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://needsfixing.info/find-handyman-home-repair-services/massachusetts/chelmsford-01824,MA-01824/2016,MA,MILAGRES DO MARANHÃO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.whitepages.com/phone/1-978-372-1888,MA-01834/2016,MA,SÃO FRANCISCO DO BREJÃO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://opennpi.com/provider/1821658709,MA-02114/2016,MA,PARAIBANO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.taxformfinder.org/forms/2016/2016-massachusetts-form-355rd-2014.pdf,MA-02204/2016,MA,PRESIDENTE DUTRA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.juntadeandalucia.es/boja/2017/65/61,MA-02219/2016,MA,GOVERNADOR EUGÊNIO BARROS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.juntadeandalucia.es/boja/2017/27/71,MA-02530/2016,MA,PEDREIRAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jusbrasil.com.br/diarios/136554876/tre-ma-07-02-2017-pg-10,MA-02555/2016,MA,CAROLINA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://pt.scribd.com/document/348776205/TRE-MA-23-2017,MA-02555/2016,MA,CAROLINA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.blogdodesa.com.br/x/pesquisa-mbo-mostra-que-andre-portela-sera-o-novo-prefeito-de-capinzal-do-norte/,MA-02678/2016,MA,CAPINZAL DO NORTE,1.0,p,0.0,André Portela,6178.0,Eliomar,0.31,Roberval Campelo,15.92,,,,,,,,,,,,,,,,,,,,
http://www.blogdodesa.com.br/x/pesquisa-mbo-mostra-que-andre-portela-sera-o-novo-prefeito-de-capinzal-do-norte/,MA-02678/2016,MA,CAPINZAL DO NORTE,1.0,p,1.0,André Portela,7738.0,Roberval Campelo,0.31,,19.42,,,,,,,,,,,,,,,,,,,,
https://www.realtytrac.com/home-values/ma/bristol-county/fairhaven/02719/taber-st/,MA-02719/2016,MA,VILA NOVA DOS MARTÍRIOS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://maranhaodeverdade.com/em-caxias-oposicao-segue-liderando-pesquisas/,MA-03036/2016,MA,CAXIAS,1.0,p,1.0,Fabio Gentil,4187.0,Leo Coutinho,26.97,Paulinho,22.91,,,,,,,,,,,,,,,,,,,,
http://www.luzilandiaonline.com.br/2016/07/28/blogueiro-de-araioses-divulga-pesquisa-fraudulenta-para-beneficiar-valeria-do-manin/,MA-03685/2016,MA,ARAIOSES,1.0,p,0.0,Welington do Posto,251.0,Valeria do Manin,9.12,Manoel da Polo,2.83,Luciana Trinta,13.2,Dr. Cristino,9.43,,,,,,,,,,,,,,,,
http://www.luzilandiaonline.com.br/2016/07/28/blogueiro-de-araioses-divulga-pesquisa-fraudulenta-para-beneficiar-valeria-do-manin/,MA-03685/2016,MA,ARAIOSES,1.0,p,1.0,Welington do Posto,44.0,Valeria do Manin,15.4,Manoel da Polo,7.86,Luciana Trinta,26.1,Dr. Cristino,28.3,Tadeu,0.31,,,,,,,,,,,,,,
https://jornalpequeno.blog.br/johncutrim/acailandia-juscelino-lidera-com-435-contra-233-de-dr-benjamim/,MA-03731/2016,MA,AÇAILÂNDIA,1.0,p,1.0,Juscelino Oliveira e Silva,435.0,Dr. Benjamim,23.3,Professor Milton,3.7,Melgaço Chaves,3.0,,,,,,,,,,,,,,,,,,
https://jornalpequeno.blog.br/johncutrim/acailandia-juscelino-lidera-com-435-contra-233-de-dr-benjamim/,MA-03731/2016,MA,AÇAILÂNDIA,1.0,p,0.0,Juscelino Oliveira e Silva,427.0,Dr. Benjamim,22.3,,,,,,,,,,,,,,,,,,,,,,
https://blogdoandrearaujo.com.br/page/305/,MA-03934/2016,MA,SÃO JOÃO DO PARAÍSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blogdoandrearaujo.com.br/2016/09/12/conceicao-do-lago-acu-ze-coco-lidera-pesquisa/,MA-03934/2016,MA,LAGO AÇU,1.0,p,1.0,Zé Coco,4499.0,Alexandre Lavepel,27.39,Márcia Dantas,20.94,,,,,,,,,,,,,,,,,,,,
http://www.noticiadafoto.com.br/2016/09/pesquisa-aponta-vitoria-de-beto-regis.html,MA-03934/2016,MA,SÃO JOÃO DO PARAÍSO,1.0,p,0.0,Beto Régis,555.0,Amaro,35.3,,,,,,,,,,,,,,,,,,,,,,
http://www.noticiadafoto.com.br/2016/09/pesquisa-aponta-vitoria-de-beto-regis.html,MA-03934/2016,MA,SÃO JOÃO DO PARAÍSO,1.0,p,1.0,Beto Régis,553.0,Amaro,36.0,,,,,,,,,,,,,,,,,,,,,,
https://luispablo.com.br/politica/2016/09/tv-mirante-contrata-pesquisa-sem-credibilidade-para-imperatriz/,MA-04088/2016,MA,IMPERATRIZ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://luiscardoso.com.br/politica/2016/09/pesquisa-confirma-vitoria-de-bine-figueiredo-em-codoo/,MA-04875/2016,MA,CODÓ,1.0,p,1.0,Biné Figueiredo,345.0,Francisco Nagib,27.3,Pedro Belo,17.2,Chiquinho,11.1,Prof. Rafael,1.51,,,,,,,,,,,,,,,,
https://www.blogdojorgearagao.com.br/2016/07/page/17/,MA-05568/2016,MA,CODÓ,1.0,p,1.0,Francisco Nagib,3417.0,Biné Figueiredo,25.42,Pedro Belo,6.94,Chiquinho,6.67,Ricardinho Archer,5.42,Dr. Mendes,2.08,Camilo Figueiredo,1.94,João dos Plásticos,"0,97",Ricardo Torres,0.83,,,,,,,,
http://www.blogdosilvio.com.br/2016/09/,MA-06372/2016,MA,LAGOA GRANDE DO MARANHÃO,1.0,p,1.0,Simião do Posto,441.0,Chico Freitas,32.5,Ana Paulo,12.6,,,,,,,,,,,,,,,,,,,,
https://caiohostilio.com/2016/09/28/noticias-672/,MA-06372/2016,MA,CANTANHEDE,1.0,p,0.0,Ruivo,50.0,Paulo Fubuia,31.5,Abraão da Farmácia,6.8,Ianaldo Pimentel,0.5,,,,,,,,,,,,,,,,,,
https://caiohostilio.com/2016/09/28/noticias-672/,MA-06372/2016,MA,CANTANHEDE,1.0,p,0.0,Ruivo,516.0,Paulo Fubuia,32.3,Abraão da Farmácia,7.6,Ianaldo Pimentel,0.8,,,,,,,,,,,,,,,,,,
http://www.blogdosilvio.com.br/2016/09/pesquisa-mbo-mostra-como-esta-corrida.html,MA-06372/2016,MA,TIMBIRAS,1.0,p,1.0,Fabrizio Araújo,331.0,Carlinhos Borba,30.3,Antonio Borba,19.1,Nonato Pessoa,17.3,,,,,,,,,,,,,,,,,,
https://coroataacontece.blogspot.com/2016/09/instituto-merita-confirma-vitoria-de-dr.html,MA-06699/2016,MA,PERITORÓ,1.0,p,1.0,Padre Jozias,329.0,Jorginho,10.88,Dr. Junior,38.34,,,,,,,,,,,,,,,,,,,,
https://eliaslacerda.com/politica/registradas-mais-duas-pesquisas-para-prefeito-de-timon/,MA-07347/2016,MA,TIMON,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.netoferreira.com.br/politica/2016/09/americo-de-sousa-lidera-com-folga-em-coelho-neto-diz-data-merita/,MA-07463/2016,MA,COELHO NETO,1.0,p,1.0,Américo de Sousa,4273.0,Jademil Gedeon,22.17,Luís Serra,23.09,,,,,,,,,,,,,,,,,,,,
https://luispablo.com.br/politica/2016/09/carneirinho-consolida-sua-reeleicao-em-senador-alexandre-costa-diz-pesquisa/,MA-07479/2016,MA,SENADOR ALEXANDRE COSTA,1.0,p,0.0,Carneirinho,4076.0,Dr. Orlando,39.8,,,,,,,,,,,,,,,,,,,,,,
https://luispablo.com.br/politica/2016/09/carneirinho-consolida-sua-reeleicao-em-senador-alexandre-costa-diz-pesquisa/,MA-07479/2016,MA,SENADOR ALEXANDRE COSTA,1.0,p,1.0,Carneirinho,422.0,Dr. Orlando,38.36,,,,,,,,,,,,,,,,,,,,,,
https://www.marcoaureliodeca.com.br/2016/07/27/augusto-filho-lidera-eleicoes-em-bela-vista-do-maranhao/,MA-07639/2016,MA,BELA VISTA DO MARANHÃO,1.0,p,1.0,Augusto Filho,393.0,Iguaracy,4.01,Orias,29.14,Zé Arthur,12.83,,,,,,,,,,,,,,,,,,
https://leonidasparnarama.blogspot.com/2016/07/luciano-lidera-em-timon-diz-instituto.html,MA-08077/2016,MA,TIMON,1.0,p,0.0,Luciano Leitoa,3367.0,Aleandre Almeida,25.67,Socorro Waquim,6.48,Ramon da Timon City,1.02,Dr. Dinamerico,0.13,Irmão Willian,0.13,Abmael,0.13,,,,,,,,,,,,
https://leonidasparnarama.blogspot.com/2016/07/luciano-lidera-em-timon-diz-instituto.html,MA-08077/2016,MA,TIMON,1.0,p,1.0,Luciano Leitoa,3728.0,Alexandre Almeida,30.03,Socorro Waquim,8.14,Ramon da Timon City,2.42,Irmão Willian,0.51,Radialista Eliésio Silva,0.25,Dr. Dinamerico,0.51,Irmão Valdinar,"0,13",,,,,,,,,,
https://www.walneybatista.com.br/2016/03/pesquisa-aponta-disputa-acirrada-em.html,MA-08885/2016,MA,TIMON,1.0,p,,Luciano Leitoa,31.0,Alexandre Almeida,28.0,Socorro Waquim,20.0,,,,,,,,,,,,,,,,,,,,
